lenderNames,productNames,loanAmtLenderMax2,minLenderCreditScore2,state,veteran,foreclosure,capacity
Lender 97,ReFi,240000,640,Utah,Yes,Yes,46
Lender 346,Auto,280000,690,Connecticut,No,No,15
Lender 111,Home Equity,310000,690,Illinois,No,Yes,7
Lender 119,ReFi,250000,740,Maryland,Yes,Yes,23
Lender 234,Purchase,310000,630,Maryland,Yes,No,40
Lender 24,Auto,200000,790,Pennsylvania,Yes,Yes,8
Lender 125,ReFi,310000,630,New Jersey,No,Yes,24
Lender 65,ReFi,360000,690,Georgia,No,No,13
Lender 52,ReFi,280000,650,Vermont,No,No,2
Lender 243,Auto,330000,630,Mississippi,No,No,40
Lender 299,Home Equity,280000,670,Maine,Yes,No,31
Lender 14,Auto,280000,790,New Jersey,Yes,No,49
Lender 239,Auto,320000,570,Alaska,Yes,Yes,23
Lender 82,Auto,300000,670,Massachusetts,No,Yes,40
Lender 72,Auto,310000,610,Iowa,Yes,No,27
Lender 44,Home Equity,240000,750,West Virginia,Yes,No,47
Lender 127,Home Equity,310000,690,Massachusetts,Yes,No,7
Lender 289,Purchase,330000,710,Nebraska,No,No,49
Lender 359,Auto,270000,730,Illinois,Yes,Yes,24
Lender 184,Purchase,240000,710,Colorado,No,Yes,37
Lender 350,Home Equity,260000,680,Wisconsin,Yes,No,49
Lender 336,ReFi,290000,800,Texas,No,Yes,31
Lender 237,Home Equity,250000,540,Alaska,Yes,No,50
Lender 25,Purchase,280000,730,Alaska,No,No,45
Lender 240,Auto,330000,610,Oregon,No,Yes,37
Lender 206,Purchase,320000,710,Iowa,No,Yes,42
Lender 152,Auto,290000,770,Ohio,Yes,Yes,47
Lender 135,Purchase,300000,730,Georgia,No,No,20
Lender 111,Home Equity,310000,630,Arizona,Yes,No,49
Lender 400,ReFi,330000,670,Arizona,No,Yes,31
Lender 240,ReFi,290000,650,Minnesota,No,Yes,25
Lender 135,Home Equity,280000,710,Texas,Yes,No,0
Lender 328,Auto,310000,680,Missouri,No,No,10
Lender 227,Purchase,360000,620,Nevada,Yes,No,5
Lender 271,Home Equity,330000,720,Louisiana,No,Yes,48
Lender 356,Purchase,320000,630,New Jersey,No,Yes,8
Lender 89,Auto,290000,650,California,Yes,No,30
Lender 49,Auto,320000,740,New York,No,Yes,34
Lender 307,ReFi,300000,620,Michigan,Yes,Yes,17
Lender 176,Auto,350000,650,Virginia,Yes,No,41
Lender 1,Home Equity,270000,740,Arkansas,No,No,43
Lender 155,Auto,340000,730,Ohio,Yes,Yes,43
Lender 237,Auto,300000,700,Montana,No,No,40
Lender 365,Home Equity,270000,660,Hawaii,Yes,No,16
Lender 167,Auto,300000,600,Vermont,Yes,Yes,1
Lender 284,Purchase,300000,690,Colorado,Yes,Yes,18
Lender 329,Home Equity,260000,670,Connecticut,Yes,Yes,39
Lender 185,Auto,320000,640,Florida,Yes,Yes,9
Lender 83,Purchase,280000,680,South Carolina,Yes,Yes,2
Lender 88,Auto,280000,710,South Dakota,No,No,14
Lender 336,Auto,270000,670,California,No,Yes,29
Lender 263,ReFi,280000,650,Rhode Island,Yes,Yes,35
Lender 316,Purchase,310000,710,Alaska,Yes,No,47
Lender 63,Home Equity,310000,680,Texas,Yes,No,39
Lender 40,Auto,290000,700,Florida,Yes,Yes,13
Lender 75,Auto,330000,730,Mississippi,No,Yes,16
Lender 194,Auto,340000,640,North Carolina,Yes,Yes,47
Lender 225,Purchase,320000,600,Virginia,No,Yes,28
Lender 359,Purchase,300000,680,California,Yes,Yes,0
Lender 345,Purchase,290000,760,Arizona,Yes,Yes,1
Lender 198,Auto,220000,730,South Carolina,Yes,Yes,31
Lender 151,ReFi,270000,700,New Jersey,No,Yes,42
Lender 187,ReFi,260000,630,Indiana,Yes,Yes,18
Lender 393,Purchase,370000,650,Delaware,Yes,Yes,38
Lender 261,ReFi,330000,690,Tennessee,Yes,Yes,32
Lender 117,Home Equity,360000,620,Arkansas,Yes,Yes,39
Lender 8,Purchase,320000,690,Arkansas,No,Yes,17
Lender 197,ReFi,290000,540,New York,Yes,No,0
Lender 223,Purchase,350000,670,Pennsylvania,Yes,Yes,17
Lender 150,ReFi,330000,630,New Jersey,No,Yes,49
Lender 216,Home Equity,350000,600,Arizona,Yes,Yes,29
Lender 183,Purchase,310000,620,Arkansas,Yes,Yes,32
Lender 94,ReFi,270000,650,Connecticut,No,Yes,30
Lender 46,Purchase,320000,710,Iowa,Yes,No,40
Lender 138,ReFi,350000,700,Alaska,No,Yes,21
Lender 260,Purchase,280000,660,West Virginia,No,No,44
Lender 26,Purchase,270000,700,Hawaii,Yes,Yes,31
Lender 88,Purchase,280000,680,New Jersey,No,Yes,41
Lender 304,Home Equity,320000,690,Florida,Yes,Yes,19
Lender 320,ReFi,290000,750,Illinois,No,No,46
Lender 120,Home Equity,340000,700,Kansas,Yes,Yes,44
Lender 166,ReFi,210000,670,Delaware,No,Yes,6
Lender 127,Auto,310000,750,Rhode Island,No,No,1
Lender 206,Auto,270000,640,Colorado,Yes,No,33
Lender 178,ReFi,240000,660,Oregon,Yes,No,49
Lender 239,ReFi,280000,620,Vermont,Yes,Yes,27
Lender 16,Auto,290000,690,Alabama,No,No,50
Lender 277,Home Equity,340000,630,Texas,Yes,Yes,13
Lender 329,Home Equity,300000,750,Maine,Yes,Yes,33
Lender 178,Purchase,350000,690,South Carolina,Yes,No,26
Lender 349,Purchase,280000,730,Iowa,No,No,35
Lender 90,Auto,230000,660,Hawaii,Yes,No,40
Lender 318,Home Equity,290000,670,Iowa,Yes,Yes,11
Lender 194,Purchase,270000,660,Iowa,Yes,No,15
Lender 21,Auto,340000,680,South Carolina,No,Yes,46
Lender 247,Auto,280000,710,Vermont,Yes,Yes,14
Lender 287,Purchase,290000,770,Massachusetts,Yes,Yes,41
Lender 123,Purchase,330000,740,New Jersey,No,No,27
Lender 72,Purchase,290000,680,Alaska,Yes,Yes,25
Lender 45,Auto,300000,540,New Hampshire,Yes,No,7
Lender 111,ReFi,280000,680,California,No,No,11
Lender 133,Purchase,300000,650,Florida,Yes,No,34
Lender 318,Home Equity,240000,730,South Dakota,Yes,Yes,30
Lender 89,Auto,320000,610,Tennessee,Yes,No,12
Lender 355,Purchase,310000,670,New Jersey,No,Yes,28
Lender 243,Home Equity,310000,650,South Carolina,No,Yes,5
Lender 123,Auto,320000,670,New York,Yes,Yes,38
Lender 344,Home Equity,290000,610,Maryland,Yes,Yes,33
Lender 128,ReFi,350000,770,Utah,Yes,No,49
Lender 339,ReFi,270000,630,Oklahoma,Yes,No,19
Lender 172,Purchase,300000,710,Virginia,Yes,Yes,29
Lender 353,Auto,290000,810,Idaho,No,Yes,34
Lender 185,Purchase,330000,730,Arkansas,Yes,No,9
Lender 364,Purchase,310000,720,New York,No,No,43
Lender 185,Home Equity,310000,740,North Carolina,Yes,No,19
Lender 273,ReFi,220000,710,South Carolina,Yes,No,44
Lender 179,Auto,320000,620,Nevada,Yes,No,22
Lender 380,Purchase,290000,580,Arizona,No,No,25
Lender 378,Purchase,240000,720,Texas,No,No,1
Lender 266,Purchase,310000,720,Wyoming,No,No,11
Lender 129,ReFi,280000,640,Connecticut,No,No,13
Lender 224,Purchase,280000,740,Louisiana,Yes,Yes,48
Lender 175,Purchase,300000,660,Oklahoma,No,Yes,27
Lender 323,Purchase,280000,710,Indiana,No,Yes,34
Lender 78,ReFi,260000,750,Nebraska,No,No,22
Lender 116,Purchase,350000,660,Texas,No,Yes,14
Lender 36,Home Equity,290000,650,Kansas,Yes,Yes,44
Lender 103,Purchase,290000,680,North Carolina,No,Yes,31
Lender 353,Auto,340000,640,New York,No,No,50
Lender 104,Auto,310000,740,Hawaii,Yes,Yes,15
Lender 330,Auto,320000,680,Wyoming,Yes,Yes,45
Lender 333,Home Equity,260000,660,Arkansas,Yes,Yes,32
Lender 159,ReFi,230000,660,Georgia,Yes,No,15
Lender 155,Home Equity,320000,620,Arkansas,No,Yes,1
Lender 369,Home Equity,330000,650,Utah,Yes,No,6
Lender 339,Purchase,290000,670,Ohio,No,Yes,46
Lender 39,Auto,270000,660,Ohio,No,No,17
Lender 175,ReFi,310000,690,West Virginia,No,Yes,33
Lender 175,Home Equity,290000,700,New Jersey,No,Yes,36
Lender 97,ReFi,320000,700,Alaska,Yes,No,38
Lender 83,Auto,290000,730,Mississippi,Yes,Yes,37
Lender 318,Purchase,280000,720,Texas,No,No,6
Lender 278,Auto,350000,670,North Carolina,No,Yes,8
Lender 54,Purchase,260000,620,Montana,Yes,Yes,22
Lender 302,Home Equity,290000,690,Maine,Yes,No,49
Lender 119,Home Equity,390000,720,New Mexico,Yes,Yes,23
Lender 284,ReFi,280000,620,Oregon,Yes,Yes,38
Lender 64,Home Equity,290000,680,Michigan,No,Yes,22
Lender 84,ReFi,270000,630,Louisiana,No,No,44
Lender 53,ReFi,280000,680,Indiana,Yes,Yes,37
Lender 264,ReFi,300000,610,Nevada,No,Yes,5
Lender 275,Purchase,330000,750,North Dakota,Yes,No,31
Lender 284,ReFi,320000,730,Missouri,Yes,Yes,48
Lender 252,Home Equity,300000,680,Washington,Yes,Yes,28
Lender 201,Auto,320000,600,Maryland,Yes,No,18
Lender 46,Auto,340000,700,Maine,No,Yes,0
Lender 11,Purchase,280000,760,Oregon,Yes,Yes,23
Lender 312,ReFi,320000,650,Kansas,Yes,No,14
Lender 52,Auto,340000,680,Oklahoma,No,Yes,34
Lender 38,Auto,260000,750,Virginia,Yes,Yes,12
Lender 356,ReFi,340000,690,Tennessee,Yes,Yes,0
Lender 318,Auto,300000,720,Kentucky,No,No,16
Lender 329,Auto,330000,690,Missouri,No,Yes,20
Lender 120,Auto,300000,670,Kansas,Yes,Yes,0
Lender 138,ReFi,360000,680,Rhode Island,No,Yes,35
Lender 56,Home Equity,260000,590,Florida,No,Yes,21
Lender 38,Auto,290000,640,South Dakota,No,No,41
Lender 113,Auto,280000,660,New Jersey,Yes,Yes,6
Lender 89,Purchase,320000,650,Kentucky,Yes,No,22
Lender 381,ReFi,270000,780,New Hampshire,No,No,14
Lender 50,Home Equity,300000,720,Delaware,Yes,No,10
Lender 98,ReFi,390000,670,Rhode Island,Yes,Yes,23
Lender 83,ReFi,310000,710,Alabama,Yes,No,38
Lender 16,ReFi,290000,670,Arkansas,No,No,1
Lender 209,Home Equity,260000,650,Illinois,Yes,No,50
Lender 198,Auto,270000,650,Tennessee,Yes,No,48
Lender 280,Home Equity,260000,660,Utah,No,Yes,31
Lender 391,Purchase,290000,660,Missouri,No,Yes,41
Lender 282,Auto,310000,670,Georgia,No,Yes,2
Lender 296,Auto,300000,680,Florida,No,No,45
Lender 213,ReFi,250000,690,New York,No,No,32
Lender 37,ReFi,290000,660,Michigan,No,Yes,1
Lender 320,Purchase,300000,710,Alabama,Yes,Yes,27
Lender 366,ReFi,310000,720,Florida,No,Yes,41
Lender 316,Purchase,300000,620,Maine,No,Yes,1
Lender 340,Auto,280000,590,North Dakota,No,No,41
Lender 103,Auto,330000,540,Utah,No,No,20
Lender 123,Home Equity,370000,660,Nebraska,Yes,Yes,9
Lender 179,ReFi,250000,660,Utah,Yes,Yes,3
Lender 220,Purchase,320000,600,Rhode Island,Yes,No,45
Lender 222,ReFi,330000,640,Ohio,Yes,No,14
Lender 85,ReFi,350000,700,Minnesota,No,No,14
Lender 148,ReFi,340000,590,Illinois,No,No,23
Lender 186,ReFi,290000,700,Louisiana,Yes,Yes,6
Lender 55,ReFi,330000,620,Florida,No,No,26
Lender 239,ReFi,330000,640,Colorado,Yes,No,30
Lender 47,Auto,320000,660,Kentucky,No,Yes,49
Lender 262,Purchase,270000,650,Louisiana,No,Yes,45
Lender 50,ReFi,250000,680,Kansas,Yes,Yes,30
Lender 146,ReFi,300000,660,Illinois,Yes,Yes,2
Lender 264,Auto,270000,620,Minnesota,Yes,No,8
Lender 156,Home Equity,250000,720,Iowa,Yes,No,36
Lender 380,Purchase,320000,660,North Dakota,Yes,No,47
Lender 155,Purchase,270000,680,Nevada,No,Yes,3
Lender 379,Purchase,330000,610,Louisiana,No,No,31
Lender 184,Auto,370000,720,North Carolina,Yes,No,20
Lender 143,Auto,310000,700,North Dakota,Yes,Yes,22
Lender 261,Purchase,320000,730,California,Yes,No,6
Lender 201,Home Equity,280000,610,Maine,No,Yes,8
Lender 384,Purchase,270000,690,South Dakota,Yes,Yes,10
Lender 188,Auto,280000,610,Oklahoma,Yes,Yes,8
Lender 278,Purchase,270000,640,Missouri,Yes,Yes,8
Lender 194,ReFi,360000,650,Idaho,No,No,15
Lender 40,Purchase,290000,620,Rhode Island,No,Yes,2
Lender 214,Home Equity,290000,690,Vermont,Yes,Yes,16
Lender 162,Auto,260000,590,Ohio,No,Yes,16
Lender 364,ReFi,290000,710,Rhode Island,No,Yes,0
Lender 238,Home Equity,330000,710,Washington,No,No,22
Lender 40,Home Equity,300000,640,Alabama,Yes,No,50
Lender 2,ReFi,310000,700,Kentucky,No,Yes,15
Lender 221,Auto,250000,730,Wyoming,Yes,No,47
Lender 66,ReFi,320000,690,New Jersey,Yes,No,37
Lender 99,Purchase,270000,710,Colorado,Yes,No,45
Lender 173,ReFi,280000,730,Nebraska,No,No,48
Lender 335,Home Equity,320000,660,Ohio,No,Yes,13
Lender 23,ReFi,310000,600,Delaware,Yes,Yes,3
Lender 217,ReFi,210000,680,Oregon,Yes,Yes,25
Lender 253,ReFi,270000,750,Florida,No,No,10
Lender 116,Purchase,330000,710,West Virginia,No,Yes,34
Lender 309,ReFi,320000,580,Hawaii,Yes,No,50
Lender 68,Auto,310000,680,Ohio,Yes,Yes,43
Lender 150,Auto,280000,610,Mississippi,No,No,45
Lender 328,Purchase,330000,580,Delaware,No,Yes,13
Lender 387,ReFi,260000,670,Utah,No,No,49
Lender 127,Purchase,310000,730,Colorado,Yes,Yes,23
Lender 133,Home Equity,290000,560,Massachusetts,No,Yes,0
Lender 253,Home Equity,340000,580,Wyoming,Yes,No,5
Lender 273,Auto,210000,610,Virginia,Yes,No,49
Lender 55,Home Equity,250000,690,Montana,Yes,No,7
Lender 101,Auto,300000,730,Illinois,Yes,Yes,25
Lender 283,ReFi,320000,670,Wisconsin,No,No,50
Lender 360,Home Equity,250000,590,Illinois,Yes,No,1
Lender 294,Auto,250000,690,Nevada,Yes,Yes,27
Lender 173,ReFi,270000,730,Oregon,No,Yes,34
Lender 347,Auto,310000,650,South Dakota,No,Yes,36
Lender 190,Purchase,350000,640,New Mexico,No,Yes,17
Lender 27,Auto,280000,620,Mississippi,No,No,7
Lender 189,Purchase,320000,650,Wisconsin,Yes,No,22
Lender 322,Purchase,270000,700,Massachusetts,No,No,16
Lender 222,Auto,270000,650,Wyoming,No,No,24
Lender 99,Purchase,340000,670,Virginia,No,No,32
Lender 254,ReFi,260000,650,South Dakota,Yes,Yes,7
Lender 32,Home Equity,210000,630,Iowa,No,Yes,16
Lender 236,Home Equity,350000,690,South Carolina,Yes,Yes,22
Lender 116,Purchase,360000,660,Hawaii,Yes,No,8
Lender 34,ReFi,280000,830,Maine,Yes,Yes,47
Lender 232,Home Equity,260000,620,Idaho,Yes,Yes,33
Lender 283,ReFi,270000,620,Texas,Yes,Yes,8
Lender 222,Home Equity,280000,740,Florida,Yes,Yes,41
Lender 184,ReFi,270000,630,California,No,Yes,9
Lender 88,Purchase,390000,650,South Carolina,Yes,Yes,19
Lender 75,Auto,350000,630,North Carolina,No,No,34
Lender 318,Auto,260000,620,Nebraska,No,Yes,31
Lender 380,Home Equity,340000,660,Maryland,No,Yes,18
Lender 217,Auto,340000,680,Vermont,Yes,Yes,29
Lender 243,ReFi,320000,840,Alaska,No,No,38
Lender 244,Home Equity,320000,660,New Hampshire,No,No,47
Lender 233,ReFi,300000,660,Massachusetts,No,Yes,26
Lender 80,Purchase,350000,620,Kentucky,Yes,No,31
Lender 199,Auto,300000,680,Alaska,No,No,41
Lender 116,Purchase,290000,620,New Mexico,Yes,Yes,23
Lender 65,Purchase,340000,660,Maine,No,No,42
Lender 283,ReFi,290000,740,West Virginia,No,No,49
Lender 221,Purchase,260000,710,Iowa,No,No,14
Lender 163,Auto,320000,680,Rhode Island,Yes,Yes,37
Lender 144,Purchase,220000,690,Mississippi,Yes,No,29
Lender 142,Auto,300000,580,Florida,Yes,No,36
Lender 271,Auto,270000,660,Idaho,Yes,No,38
Lender 36,Purchase,270000,680,New Mexico,No,No,5
Lender 234,Purchase,300000,660,North Dakota,No,No,45
Lender 234,Auto,250000,650,Virginia,No,Yes,9
Lender 50,Auto,340000,680,Maine,No,Yes,10
Lender 285,Auto,370000,690,Tennessee,No,No,26
Lender 140,Auto,300000,740,Hawaii,Yes,No,37
Lender 171,ReFi,360000,700,Washington,Yes,Yes,43
Lender 96,ReFi,310000,620,New Jersey,Yes,No,47
Lender 166,Home Equity,320000,630,Utah,No,Yes,50
Lender 125,ReFi,260000,580,Maine,Yes,No,5
Lender 253,ReFi,280000,710,Illinois,No,No,17
Lender 214,Home Equity,290000,660,Connecticut,Yes,Yes,42
Lender 251,Purchase,230000,720,Wisconsin,No,Yes,12
Lender 322,Purchase,330000,630,Iowa,No,Yes,36
Lender 279,Purchase,390000,750,North Carolina,Yes,Yes,34
Lender 184,Purchase,280000,680,North Dakota,Yes,No,31
Lender 398,Purchase,330000,680,Georgia,No,Yes,37
Lender 215,Home Equity,330000,670,Vermont,Yes,No,17
Lender 331,Home Equity,260000,710,Hawaii,Yes,No,14
Lender 225,Purchase,330000,710,Ohio,Yes,No,7
Lender 354,Purchase,320000,710,North Dakota,Yes,Yes,30
Lender 45,Purchase,340000,650,Ohio,No,No,46
Lender 67,Purchase,320000,680,Kentucky,Yes,No,20
Lender 170,Auto,330000,640,Wisconsin,Yes,Yes,6
Lender 351,Auto,370000,630,Montana,Yes,No,8
Lender 353,Purchase,310000,720,Nebraska,No,Yes,38
Lender 325,ReFi,270000,680,Ohio,No,No,27
Lender 368,Auto,290000,660,Nebraska,No,Yes,49
Lender 108,Purchase,310000,650,Kentucky,Yes,No,34
Lender 16,Home Equity,250000,750,New Mexico,Yes,No,5
Lender 310,Purchase,350000,760,Michigan,Yes,Yes,36
Lender 390,Purchase,250000,670,Oklahoma,Yes,Yes,2
Lender 237,Purchase,330000,690,Colorado,Yes,Yes,14
Lender 364,ReFi,270000,680,New Hampshire,Yes,No,27
Lender 160,Purchase,320000,630,Iowa,Yes,No,7
Lender 64,Purchase,380000,650,Nebraska,Yes,Yes,44
Lender 76,Home Equity,300000,690,New Mexico,No,Yes,0
Lender 143,Home Equity,310000,700,Missouri,No,No,9
Lender 93,Purchase,340000,770,Kansas,Yes,No,18
Lender 287,Purchase,310000,740,Connecticut,Yes,Yes,18
Lender 303,ReFi,280000,650,Wyoming,No,No,6
Lender 243,Purchase,320000,630,West Virginia,No,No,15
Lender 386,ReFi,310000,590,Iowa,Yes,Yes,48
Lender 122,Auto,290000,570,Illinois,No,No,23
Lender 4,ReFi,270000,730,North Dakota,Yes,Yes,2
Lender 375,ReFi,340000,690,Colorado,Yes,No,12
Lender 91,ReFi,270000,720,Nebraska,No,Yes,14
Lender 36,ReFi,320000,710,Alaska,Yes,No,20
Lender 135,Purchase,300000,650,West Virginia,No,Yes,4
Lender 13,Purchase,320000,650,Michigan,Yes,Yes,15
Lender 67,Purchase,260000,650,Nevada,No,No,35
Lender 184,Auto,290000,640,Florida,Yes,Yes,21
Lender 63,Purchase,250000,700,Oklahoma,No,No,33
Lender 357,Purchase,310000,700,Massachusetts,No,No,6
Lender 381,Home Equity,370000,650,North Dakota,No,No,40
Lender 396,Home Equity,230000,780,New Mexico,Yes,No,31
Lender 311,Purchase,290000,660,Ohio,Yes,Yes,17
Lender 327,Auto,230000,690,Utah,Yes,No,39
Lender 170,Home Equity,310000,660,California,No,Yes,36
Lender 357,Purchase,300000,720,Arizona,No,No,38
Lender 155,Purchase,330000,670,Oklahoma,No,Yes,38
Lender 235,ReFi,320000,730,Alabama,No,Yes,12
Lender 158,Purchase,280000,740,West Virginia,No,No,5
Lender 124,Home Equity,290000,660,New York,Yes,Yes,49
Lender 49,Auto,320000,680,Arkansas,Yes,Yes,14
Lender 259,Home Equity,310000,740,Idaho,No,Yes,46
Lender 59,Purchase,320000,760,Utah,Yes,No,7
Lender 310,Home Equity,280000,630,Virginia,Yes,Yes,41
Lender 169,ReFi,230000,680,Utah,No,No,24
Lender 275,Auto,260000,670,Oregon,No,Yes,41
Lender 283,Home Equity,350000,690,Washington,No,No,29
Lender 55,ReFi,330000,740,Iowa,No,Yes,9
Lender 187,Purchase,280000,670,Indiana,No,No,28
Lender 158,Auto,330000,640,Indiana,No,Yes,42
Lender 217,Home Equity,320000,740,Indiana,Yes,Yes,23
Lender 127,Auto,290000,650,Illinois,No,Yes,17
Lender 374,Home Equity,340000,660,Utah,Yes,No,6
Lender 90,Home Equity,250000,700,Arkansas,Yes,Yes,39
Lender 283,Home Equity,310000,640,Connecticut,Yes,Yes,38
Lender 275,Auto,290000,720,Massachusetts,Yes,No,42
Lender 395,Purchase,260000,630,Missouri,Yes,No,16
Lender 52,Home Equity,280000,640,Connecticut,Yes,Yes,44
Lender 212,Purchase,410000,660,New Mexico,Yes,Yes,5
Lender 141,Purchase,240000,740,Arkansas,No,Yes,2
Lender 328,ReFi,320000,640,Arizona,No,Yes,22
Lender 91,Home Equity,340000,630,Rhode Island,Yes,No,28
Lender 391,Auto,310000,700,Utah,No,Yes,30
Lender 370,Auto,280000,670,Oregon,Yes,No,16
Lender 332,ReFi,270000,630,Maine,No,Yes,46
Lender 321,Purchase,320000,700,South Carolina,No,No,47
Lender 95,Home Equity,280000,660,Tennessee,No,No,14
Lender 303,ReFi,300000,660,Utah,No,Yes,7
Lender 141,Home Equity,320000,700,Texas,Yes,Yes,25
Lender 292,Auto,270000,590,Maryland,No,Yes,11
Lender 222,Auto,250000,720,Utah,Yes,Yes,21
Lender 339,Purchase,310000,590,New York,Yes,Yes,8
Lender 127,Auto,280000,660,New Mexico,Yes,Yes,22
Lender 361,ReFi,350000,700,Kansas,Yes,Yes,42
Lender 222,Auto,330000,670,Missouri,No,No,42
Lender 309,Purchase,280000,730,West Virginia,No,No,30
Lender 365,ReFi,360000,640,Illinois,Yes,Yes,21
Lender 287,Purchase,320000,630,Massachusetts,No,No,23
Lender 371,Home Equity,330000,660,Rhode Island,Yes,Yes,36
Lender 393,Auto,270000,670,New Hampshire,No,Yes,47
Lender 142,ReFi,280000,630,Colorado,Yes,No,30
Lender 3,Auto,300000,650,South Dakota,Yes,No,9
Lender 128,ReFi,310000,700,Iowa,Yes,Yes,30
Lender 394,ReFi,290000,700,Wyoming,Yes,No,1
Lender 301,Purchase,300000,700,Florida,Yes,No,48
Lender 5,Home Equity,260000,670,Montana,Yes,Yes,7
Lender 277,Home Equity,340000,670,Arkansas,No,No,32
Lender 19,Home Equity,310000,620,South Dakota,Yes,No,2
Lender 226,Auto,310000,790,Massachusetts,Yes,Yes,48
Lender 22,Auto,270000,520,Nevada,Yes,Yes,26
Lender 106,Auto,310000,730,South Carolina,No,Yes,19
Lender 353,Auto,330000,570,Wisconsin,Yes,Yes,32
Lender 89,Auto,310000,690,Kansas,Yes,Yes,41
Lender 302,ReFi,310000,660,Wisconsin,No,No,18
Lender 126,Home Equity,210000,640,Nebraska,Yes,Yes,2
Lender 315,ReFi,360000,680,North Carolina,Yes,Yes,50
Lender 378,Purchase,250000,700,Missouri,Yes,No,37
Lender 57,ReFi,290000,640,Massachusetts,Yes,Yes,47
Lender 31,Home Equity,260000,570,Nebraska,No,No,46
Lender 338,ReFi,280000,700,New Mexico,Yes,No,18
Lender 339,Auto,270000,640,Maryland,Yes,No,50
Lender 115,Purchase,290000,680,Arkansas,No,Yes,25
Lender 37,Purchase,310000,730,Montana,Yes,Yes,38
Lender 300,Auto,280000,660,Kansas,No,Yes,12
Lender 286,ReFi,350000,660,North Carolina,Yes,Yes,48
Lender 11,Auto,280000,700,Montana,Yes,No,17
Lender 125,ReFi,290000,740,New Hampshire,No,No,14
Lender 253,Purchase,330000,660,Washington,No,Yes,28
Lender 12,Purchase,360000,670,Minnesota,No,Yes,38
Lender 180,Home Equity,270000,670,Kansas,No,No,42
Lender 204,Auto,320000,650,North Carolina,No,No,42
Lender 210,Home Equity,310000,660,Montana,Yes,Yes,3
Lender 1,Home Equity,320000,570,Missouri,Yes,Yes,5
Lender 193,Auto,350000,630,Nevada,Yes,Yes,3
Lender 334,Auto,330000,670,Ohio,Yes,No,36
Lender 90,Purchase,340000,560,Oklahoma,Yes,Yes,2
Lender 125,Auto,300000,700,Florida,No,Yes,14
Lender 154,Home Equity,310000,700,Mississippi,No,No,25
Lender 224,Purchase,330000,720,Delaware,No,No,50
Lender 382,ReFi,340000,620,New York,No,No,9
Lender 381,Auto,300000,700,Missouri,No,Yes,12
Lender 163,Purchase,290000,730,North Carolina,No,No,12
Lender 304,Home Equity,260000,700,Colorado,No,Yes,34
Lender 385,Auto,270000,660,Iowa,No,Yes,18
Lender 97,Auto,350000,660,Alaska,No,No,40
Lender 196,Auto,310000,530,Colorado,No,Yes,13
Lender 349,Home Equity,280000,690,Oregon,Yes,No,19
Lender 268,ReFi,260000,560,Oklahoma,Yes,No,31
Lender 369,ReFi,360000,720,Michigan,Yes,Yes,38
Lender 62,ReFi,290000,650,California,No,Yes,22
Lender 182,Home Equity,290000,670,Texas,Yes,No,33
Lender 359,ReFi,220000,680,Maryland,Yes,Yes,18
Lender 182,Home Equity,310000,670,Wisconsin,Yes,Yes,24
Lender 256,Home Equity,320000,610,Iowa,No,No,15
Lender 371,Auto,300000,750,New Jersey,No,Yes,44
Lender 239,Home Equity,340000,600,South Carolina,Yes,No,13
Lender 41,Home Equity,270000,720,Wisconsin,No,Yes,44
Lender 108,Purchase,270000,730,Massachusetts,No,Yes,20
Lender 320,ReFi,280000,720,North Dakota,Yes,Yes,50
Lender 141,Auto,290000,650,Ohio,No,No,29
Lender 344,Home Equity,300000,620,California,Yes,No,0
Lender 379,ReFi,320000,700,New Jersey,Yes,No,41
Lender 178,Auto,320000,680,North Dakota,Yes,No,14
Lender 398,ReFi,260000,650,Rhode Island,Yes,Yes,30
Lender 53,ReFi,260000,610,Maryland,Yes,No,37
Lender 236,ReFi,230000,720,Georgia,Yes,Yes,7
Lender 122,Purchase,320000,680,Nebraska,Yes,No,31
Lender 295,Purchase,390000,700,Maryland,No,No,3
Lender 292,Home Equity,310000,600,Iowa,No,Yes,49
